"","date","country","confirmed","deaths","recovered"
"1",2020-01-22,"Afghanistan",0,0,0
"2",2020-01-23,"Afghanistan",0,0,0
"3",2020-01-24,"Afghanistan",0,0,0
"4",2020-01-25,"Afghanistan",0,0,0
"5",2020-01-26,"Afghanistan",0,0,0
"6",2020-01-27,"Afghanistan",0,0,0
"7",2020-01-28,"Afghanistan",0,0,0
"8",2020-01-29,"Afghanistan",0,0,0
"9",2020-01-30,"Afghanistan",0,0,0
"10",2020-01-31,"Afghanistan",0,0,0
"11",2020-02-01,"Afghanistan",0,0,0
"12",2020-02-10,"Afghanistan",0,0,0
"13",2020-02-11,"Afghanistan",0,0,0
"14",2020-02-12,"Afghanistan",0,0,0
"15",2020-02-13,"Afghanistan",0,0,0
"16",2020-02-14,"Afghanistan",0,0,0
"17",2020-02-15,"Afghanistan",0,0,0
"18",2020-02-16,"Afghanistan",0,0,0
"19",2020-02-17,"Afghanistan",0,0,0
"20",2020-02-18,"Afghanistan",0,0,0
"21",2020-02-19,"Afghanistan",0,0,0
"22",2020-02-02,"Afghanistan",0,0,0
"23",2020-02-20,"Afghanistan",0,0,0
"24",2020-02-21,"Afghanistan",0,0,0
"25",2020-02-22,"Afghanistan",0,0,0
"26",2020-02-23,"Afghanistan",0,0,0
"27",2020-02-24,"Afghanistan",1,0,0
"28",2020-02-25,"Afghanistan",1,0,0
"29",2020-02-26,"Afghanistan",1,0,0
"30",2020-02-27,"Afghanistan",1,0,0
"31",2020-02-28,"Afghanistan",1,0,0
"32",2020-02-29,"Afghanistan",1,0,0
"33",2020-02-03,"Afghanistan",0,0,0
"34",2020-02-04,"Afghanistan",0,0,0
"35",2020-02-05,"Afghanistan",0,0,0
"36",2020-02-06,"Afghanistan",0,0,0
"37",2020-02-07,"Afghanistan",0,0,0
"38",2020-02-08,"Afghanistan",0,0,0
"39",2020-02-09,"Afghanistan",0,0,0
"40",2020-03-01,"Afghanistan",1,0,0
"41",2020-03-10,"Afghanistan",5,0,0
"42",2020-03-11,"Afghanistan",7,0,0
"43",2020-03-12,"Afghanistan",7,0,0
"44",2020-03-13,"Afghanistan",7,0,0
"45",2020-03-14,"Afghanistan",11,0,0
"46",2020-03-15,"Afghanistan",16,0,0
"47",2020-03-16,"Afghanistan",21,0,1
"48",2020-03-17,"Afghanistan",22,0,1
"49",2020-03-18,"Afghanistan",22,0,1
"50",2020-03-19,"Afghanistan",22,0,1
"51",2020-03-02,"Afghanistan",1,0,0
"52",2020-03-20,"Afghanistan",24,0,1
"53",2020-03-21,"Afghanistan",24,0,1
"54",2020-03-22,"Afghanistan",40,1,1
"55",2020-03-23,"Afghanistan",40,1,1
"56",2020-03-24,"Afghanistan",74,1,1
"57",2020-03-25,"Afghanistan",84,2,2
"58",2020-03-26,"Afghanistan",94,4,2
"59",2020-03-27,"Afghanistan",110,4,2
"60",2020-03-28,"Afghanistan",110,4,2
"61",2020-03-29,"Afghanistan",120,4,2
"62",2020-03-03,"Afghanistan",1,0,0
"63",2020-03-30,"Afghanistan",170,4,2
"64",2020-03-31,"Afghanistan",174,4,5
"65",2020-03-04,"Afghanistan",1,0,0
"66",2020-03-05,"Afghanistan",1,0,0
"67",2020-03-06,"Afghanistan",1,0,0
"68",2020-03-07,"Afghanistan",1,0,0
"69",2020-03-08,"Afghanistan",4,0,0
"70",2020-03-09,"Afghanistan",4,0,0
"71",2020-04-01,"Afghanistan",237,4,5
"72",2020-04-10,"Afghanistan",521,15,32
"73",2020-04-11,"Afghanistan",555,18,32
"74",2020-04-12,"Afghanistan",607,18,32
"75",2020-04-13,"Afghanistan",665,21,32
"76",2020-04-14,"Afghanistan",714,23,40
"77",2020-04-15,"Afghanistan",784,25,43
"78",2020-04-16,"Afghanistan",840,30,54
"79",2020-04-17,"Afghanistan",906,30,99
"80",2020-04-02,"Afghanistan",273,6,10
"81",2020-04-03,"Afghanistan",281,6,10
"82",2020-04-04,"Afghanistan",299,7,10
"83",2020-04-05,"Afghanistan",349,7,15
"84",2020-04-06,"Afghanistan",367,11,18
"85",2020-04-07,"Afghanistan",423,14,18
"86",2020-04-08,"Afghanistan",444,14,29
"87",2020-04-09,"Afghanistan",484,15,32
"88",2020-01-22,"Albania",0,0,0
"89",2020-01-23,"Albania",0,0,0
"90",2020-01-24,"Albania",0,0,0
"91",2020-01-25,"Albania",0,0,0
"92",2020-01-26,"Albania",0,0,0
"93",2020-01-27,"Albania",0,0,0
"94",2020-01-28,"Albania",0,0,0
"95",2020-01-29,"Albania",0,0,0
"96",2020-01-30,"Albania",0,0,0
"97",2020-01-31,"Albania",0,0,0
"98",2020-02-01,"Albania",0,0,0
"99",2020-02-10,"Albania",0,0,0
"100",2020-02-11,"Albania",0,0,0
"101",2020-02-12,"Albania",0,0,0
"102",2020-02-13,"Albania",0,0,0
"103",2020-02-14,"Albania",0,0,0
"104",2020-02-15,"Albania",0,0,0
"105",2020-02-16,"Albania",0,0,0
"106",2020-02-17,"Albania",0,0,0
"107",2020-02-18,"Albania",0,0,0
"108",2020-02-19,"Albania",0,0,0
"109",2020-02-02,"Albania",0,0,0
"110",2020-02-20,"Albania",0,0,0
"111",2020-02-21,"Albania",0,0,0
"112",2020-02-22,"Albania",0,0,0
"113",2020-02-23,"Albania",0,0,0
"114",2020-02-24,"Albania",0,0,0
"115",2020-02-25,"Albania",0,0,0
"116",2020-02-26,"Albania",0,0,0
"117",2020-02-27,"Albania",0,0,0
"118",2020-02-28,"Albania",0,0,0
"119",2020-02-29,"Albania",0,0,0
"120",2020-02-03,"Albania",0,0,0
"121",2020-02-04,"Albania",0,0,0
"122",2020-02-05,"Albania",0,0,0
"123",2020-02-06,"Albania",0,0,0
"124",2020-02-07,"Albania",0,0,0
"125",2020-02-08,"Albania",0,0,0
"126",2020-02-09,"Albania",0,0,0
"127",2020-03-01,"Albania",0,0,0
"128",2020-03-10,"Albania",10,0,0
"129",2020-03-11,"Albania",12,1,0
"130",2020-03-12,"Albania",23,1,0
"131",2020-03-13,"Albania",33,1,0
"132",2020-03-14,"Albania",38,1,0
"133",2020-03-15,"Albania",42,1,0
"134",2020-03-16,"Albania",51,1,0
"135",2020-03-17,"Albania",55,1,0
"136",2020-03-18,"Albania",59,2,0
"137",2020-03-19,"Albania",64,2,0
"138",2020-03-02,"Albania",0,0,0
"139",2020-03-20,"Albania",70,2,0
"140",2020-03-21,"Albania",76,2,2
"141",2020-03-22,"Albania",89,2,2
"142",2020-03-23,"Albania",104,4,2
"143",2020-03-24,"Albania",123,5,10
"144",2020-03-25,"Albania",146,5,17
"145",2020-03-26,"Albania",174,6,17
"146",2020-03-27,"Albania",186,8,31
"147",2020-03-28,"Albania",197,10,31
"148",2020-03-29,"Albania",212,10,33
"149",2020-03-03,"Albania",0,0,0
"150",2020-03-30,"Albania",223,11,44
"151",2020-03-31,"Albania",243,15,52
"152",2020-03-04,"Albania",0,0,0
"153",2020-03-05,"Albania",0,0,0
"154",2020-03-06,"Albania",0,0,0
"155",2020-03-07,"Albania",0,0,0
"156",2020-03-08,"Albania",0,0,0
"157",2020-03-09,"Albania",2,0,0
"158",2020-04-01,"Albania",259,15,67
"159",2020-04-10,"Albania",416,23,182
"160",2020-04-11,"Albania",433,23,197
"161",2020-04-12,"Albania",446,23,217
"162",2020-04-13,"Albania",467,23,232
"163",2020-04-14,"Albania",475,24,248
"164",2020-04-15,"Albania",494,25,251
"165",2020-04-16,"Albania",518,26,277
"166",2020-04-17,"Albania",539,26,283
"167",2020-04-02,"Albania",277,16,76
"168",2020-04-03,"Albania",304,17,89
"169",2020-04-04,"Albania",333,20,99
"170",2020-04-05,"Albania",361,20,104
"171",2020-04-06,"Albania",377,21,116
"172",2020-04-07,"Albania",383,22,131
"173",2020-04-08,"Albania",400,22,154
"174",2020-04-09,"Albania",409,23,165
"175",2020-01-22,"Algeria",0,0,0
"176",2020-01-23,"Algeria",0,0,0
"177",2020-01-24,"Algeria",0,0,0
"178",2020-01-25,"Algeria",0,0,0
"179",2020-01-26,"Algeria",0,0,0
"180",2020-01-27,"Algeria",0,0,0
"181",2020-01-28,"Algeria",0,0,0
"182",2020-01-29,"Algeria",0,0,0
"183",2020-01-30,"Algeria",0,0,0
"184",2020-01-31,"Algeria",0,0,0
"185",2020-02-01,"Algeria",0,0,0
"186",2020-02-10,"Algeria",0,0,0
"187",2020-02-11,"Algeria",0,0,0
"188",2020-02-12,"Algeria",0,0,0
"189",2020-02-13,"Algeria",0,0,0
"190",2020-02-14,"Algeria",0,0,0
"191",2020-02-15,"Algeria",0,0,0
"192",2020-02-16,"Algeria",0,0,0
"193",2020-02-17,"Algeria",0,0,0
"194",2020-02-18,"Algeria",0,0,0
"195",2020-02-19,"Algeria",0,0,0
"196",2020-02-02,"Algeria",0,0,0
"197",2020-02-20,"Algeria",0,0,0
"198",2020-02-21,"Algeria",0,0,0
"199",2020-02-22,"Algeria",0,0,0
"200",2020-02-23,"Algeria",0,0,0
"201",2020-02-24,"Algeria",0,0,0
"202",2020-02-25,"Algeria",1,0,0
"203",2020-02-26,"Algeria",1,0,0
"204",2020-02-27,"Algeria",1,0,0
"205",2020-02-28,"Algeria",1,0,0
"206",2020-02-29,"Algeria",1,0,0
"207",2020-02-03,"Algeria",0,0,0
"208",2020-02-04,"Algeria",0,0,0
"209",2020-02-05,"Algeria",0,0,0
"210",2020-02-06,"Algeria",0,0,0
"211",2020-02-07,"Algeria",0,0,0
"212",2020-02-08,"Algeria",0,0,0
"213",2020-02-09,"Algeria",0,0,0
"214",2020-03-01,"Algeria",1,0,0
"215",2020-03-10,"Algeria",20,0,0
"216",2020-03-11,"Algeria",20,0,0
"217",2020-03-12,"Algeria",24,1,8
"218",2020-03-13,"Algeria",26,2,8
"219",2020-03-14,"Algeria",37,3,12
"220",2020-03-15,"Algeria",48,4,12
"221",2020-03-16,"Algeria",54,4,12
"222",2020-03-17,"Algeria",60,4,12
"223",2020-03-18,"Algeria",74,7,12
"224",2020-03-19,"Algeria",87,9,32
"225",2020-03-02,"Algeria",3,0,0
"226",2020-03-20,"Algeria",90,11,32
"227",2020-03-21,"Algeria",139,15,32
"228",2020-03-22,"Algeria",201,17,65
"229",2020-03-23,"Algeria",230,17,65
"230",2020-03-24,"Algeria",264,19,24
"231",2020-03-25,"Algeria",302,21,65
"232",2020-03-26,"Algeria",367,25,29
"233",2020-03-27,"Algeria",409,26,29
"234",2020-03-28,"Algeria",454,29,31
"235",2020-03-29,"Algeria",511,31,31
"236",2020-03-03,"Algeria",5,0,0
"237",2020-03-30,"Algeria",584,35,37
"238",2020-03-31,"Algeria",716,44,46
"239",2020-03-04,"Algeria",12,0,0
"240",2020-03-05,"Algeria",12,0,0
"241",2020-03-06,"Algeria",17,0,0
"242",2020-03-07,"Algeria",17,0,0
"243",2020-03-08,"Algeria",19,0,0
"244",2020-03-09,"Algeria",20,0,0
"245",2020-04-01,"Algeria",847,58,61
"246",2020-04-10,"Algeria",1761,256,405
"247",2020-04-11,"Algeria",1825,275,460
"248",2020-04-12,"Algeria",1914,293,591
"249",2020-04-13,"Algeria",1983,313,601
"250",2020-04-14,"Algeria",2070,326,691
"251",2020-04-15,"Algeria",2160,336,708
"252",2020-04-16,"Algeria",2268,348,783
"253",2020-04-17,"Algeria",2418,364,846
"254",2020-04-02,"Algeria",986,86,61
"255",2020-04-03,"Algeria",1171,105,62
"256",2020-04-04,"Algeria",1251,130,90
"257",2020-04-05,"Algeria",1320,152,90
"258",2020-04-06,"Algeria",1423,173,90
"259",2020-04-07,"Algeria",1468,193,113
"260",2020-04-08,"Algeria",1572,205,237
"261",2020-04-09,"Algeria",1666,235,347
"262",2020-01-22,"Andorra",0,0,0
"263",2020-01-23,"Andorra",0,0,0
"264",2020-01-24,"Andorra",0,0,0
"265",2020-01-25,"Andorra",0,0,0
"266",2020-01-26,"Andorra",0,0,0
"267",2020-01-27,"Andorra",0,0,0
"268",2020-01-28,"Andorra",0,0,0
"269",2020-01-29,"Andorra",0,0,0
"270",2020-01-30,"Andorra",0,0,0
"271",2020-01-31,"Andorra",0,0,0
"272",2020-02-01,"Andorra",0,0,0
"273",2020-02-10,"Andorra",0,0,0
"274",2020-02-11,"Andorra",0,0,0
"275",2020-02-12,"Andorra",0,0,0
"276",2020-02-13,"Andorra",0,0,0
"277",2020-02-14,"Andorra",0,0,0
"278",2020-02-15,"Andorra",0,0,0
"279",2020-02-16,"Andorra",0,0,0
"280",2020-02-17,"Andorra",0,0,0
"281",2020-02-18,"Andorra",0,0,0
"282",2020-02-19,"Andorra",0,0,0
"283",2020-02-02,"Andorra",0,0,0
"284",2020-02-20,"Andorra",0,0,0
"285",2020-02-21,"Andorra",0,0,0
"286",2020-02-22,"Andorra",0,0,0
"287",2020-02-23,"Andorra",0,0,0
"288",2020-02-24,"Andorra",0,0,0
"289",2020-02-25,"Andorra",0,0,0
"290",2020-02-26,"Andorra",0,0,0
"291",2020-02-27,"Andorra",0,0,0
"292",2020-02-28,"Andorra",0,0,0
"293",2020-02-29,"Andorra",0,0,0
"294",2020-02-03,"Andorra",0,0,0
"295",2020-02-04,"Andorra",0,0,0
"296",2020-02-05,"Andorra",0,0,0
"297",2020-02-06,"Andorra",0,0,0
"298",2020-02-07,"Andorra",0,0,0
"299",2020-02-08,"Andorra",0,0,0
"300",2020-02-09,"Andorra",0,0,0
"301",2020-03-01,"Andorra",0,0,0
"302",2020-03-10,"Andorra",1,0,0
"303",2020-03-11,"Andorra",1,0,0
"304",2020-03-12,"Andorra",1,0,1
"305",2020-03-13,"Andorra",1,0,0
"306",2020-03-14,"Andorra",1,0,1
"307",2020-03-15,"Andorra",1,0,1
"308",2020-03-16,"Andorra",2,0,1
"309",2020-03-17,"Andorra",39,0,1
"310",2020-03-18,"Andorra",39,0,1
"311",2020-03-19,"Andorra",53,0,1
"312",2020-03-02,"Andorra",1,0,0
"313",2020-03-20,"Andorra",75,0,1
"314",2020-03-21,"Andorra",88,0,1
"315",2020-03-22,"Andorra",113,1,1
"316",2020-03-23,"Andorra",133,1,1
"317",2020-03-24,"Andorra",164,1,1
"318",2020-03-25,"Andorra",188,1,1
"319",2020-03-26,"Andorra",224,3,1
"320",2020-03-27,"Andorra",267,3,1
"321",2020-03-28,"Andorra",308,3,1
"322",2020-03-29,"Andorra",334,6,1
"323",2020-03-03,"Andorra",1,0,0
"324",2020-03-30,"Andorra",370,8,10
"325",2020-03-31,"Andorra",376,12,10
"326",2020-03-04,"Andorra",1,0,0
"327",2020-03-05,"Andorra",1,0,0
"328",2020-03-06,"Andorra",1,0,0
"329",2020-03-07,"Andorra",1,0,0
"330",2020-03-08,"Andorra",1,0,0
"331",2020-03-09,"Andorra",1,0,0
"332",2020-04-01,"Andorra",390,14,10
"333",2020-04-10,"Andorra",601,26,71
"334",2020-04-11,"Andorra",601,26,71
"335",2020-04-12,"Andorra",638,29,128
"336",2020-04-13,"Andorra",646,29,128
"337",2020-04-14,"Andorra",659,31,128
"338",2020-04-15,"Andorra",673,33,169
"339",2020-04-16,"Andorra",673,33,169
"340",2020-04-17,"Andorra",696,35,191
"341",2020-04-02,"Andorra",428,15,10
"342",2020-04-03,"Andorra",439,16,16
"343",2020-04-04,"Andorra",466,17,21
"344",2020-04-05,"Andorra",501,18,26
"345",2020-04-06,"Andorra",525,21,31
"346",2020-04-07,"Andorra",545,22,39
"347",2020-04-08,"Andorra",564,23,52
"348",2020-04-09,"Andorra",583,25,58
"349",2020-01-22,"Angola",0,0,0
"350",2020-01-23,"Angola",0,0,0
"351",2020-01-24,"Angola",0,0,0
"352",2020-01-25,"Angola",0,0,0
"353",2020-01-26,"Angola",0,0,0
"354",2020-01-27,"Angola",0,0,0
"355",2020-01-28,"Angola",0,0,0
"356",2020-01-29,"Angola",0,0,0
"357",2020-01-30,"Angola",0,0,0
"358",2020-01-31,"Angola",0,0,0
"359",2020-02-01,"Angola",0,0,0
"360",2020-02-10,"Angola",0,0,0
"361",2020-02-11,"Angola",0,0,0
"362",2020-02-12,"Angola",0,0,0
"363",2020-02-13,"Angola",0,0,0
"364",2020-02-14,"Angola",0,0,0
"365",2020-02-15,"Angola",0,0,0
"366",2020-02-16,"Angola",0,0,0
"367",2020-02-17,"Angola",0,0,0
"368",2020-02-18,"Angola",0,0,0
"369",2020-02-19,"Angola",0,0,0
"370",2020-02-02,"Angola",0,0,0
"371",2020-02-20,"Angola",0,0,0
"372",2020-02-21,"Angola",0,0,0
"373",2020-02-22,"Angola",0,0,0
"374",2020-02-23,"Angola",0,0,0
"375",2020-02-24,"Angola",0,0,0
"376",2020-02-25,"Angola",0,0,0
"377",2020-02-26,"Angola",0,0,0
"378",2020-02-27,"Angola",0,0,0
"379",2020-02-28,"Angola",0,0,0
"380",2020-02-29,"Angola",0,0,0
"381",2020-02-03,"Angola",0,0,0
"382",2020-02-04,"Angola",0,0,0
"383",2020-02-05,"Angola",0,0,0
"384",2020-02-06,"Angola",0,0,0
"385",2020-02-07,"Angola",0,0,0
"386",2020-02-08,"Angola",0,0,0
"387",2020-02-09,"Angola",0,0,0
"388",2020-03-01,"Angola",0,0,0
"389",2020-03-10,"Angola",0,0,0
"390",2020-03-11,"Angola",0,0,0
"391",2020-03-12,"Angola",0,0,0
"392",2020-03-13,"Angola",0,0,0
"393",2020-03-14,"Angola",0,0,0
"394",2020-03-15,"Angola",0,0,0
"395",2020-03-16,"Angola",0,0,0
"396",2020-03-17,"Angola",0,0,0
"397",2020-03-18,"Angola",0,0,0
"398",2020-03-19,"Angola",0,0,0
"399",2020-03-02,"Angola",0,0,0
"400",2020-03-20,"Angola",1,0,0
"401",2020-03-21,"Angola",2,0,0
"402",2020-03-22,"Angola",2,0,0
"403",2020-03-23,"Angola",3,0,0
"404",2020-03-24,"Angola",3,0,0
"405",2020-03-25,"Angola",3,0,0
"406",2020-03-26,"Angola",4,0,0
"407",2020-03-27,"Angola",4,0,0
"408",2020-03-28,"Angola",5,0,0
"409",2020-03-29,"Angola",7,2,0
"410",2020-03-03,"Angola",0,0,0
"411",2020-03-30,"Angola",7,2,0
"412",2020-03-31,"Angola",7,2,1
"413",2020-03-04,"Angola",0,0,0
"414",2020-03-05,"Angola",0,0,0
"415",2020-03-06,"Angola",0,0,0
"416",2020-03-07,"Angola",0,0,0
"417",2020-03-08,"Angola",0,0,0
"418",2020-03-09,"Angola",0,0,0
"419",2020-04-01,"Angola",8,2,1
"420",2020-04-10,"Angola",19,2,2
"421",2020-04-11,"Angola",19,2,4
"422",2020-04-12,"Angola",19,2,4
"423",2020-04-13,"Angola",19,2,4
"424",2020-04-14,"Angola",19,2,5
"425",2020-04-15,"Angola",19,2,5
"426",2020-04-16,"Angola",19,2,5
"427",2020-04-17,"Angola",19,2,5
"428",2020-04-02,"Angola",8,2,1
"429",2020-04-03,"Angola",8,2,1
"430",2020-04-04,"Angola",10,2,2
"431",2020-04-05,"Angola",14,2,2
"432",2020-04-06,"Angola",16,2,2
"433",2020-04-07,"Angola",17,2,2
"434",2020-04-08,"Angola",19,2,2
"435",2020-04-09,"Angola",19,2,2
"436",2020-01-22,"Antigua and Barbuda",0,0,0
"437",2020-01-23,"Antigua and Barbuda",0,0,0
"438",2020-01-24,"Antigua and Barbuda",0,0,0
"439",2020-01-25,"Antigua and Barbuda",0,0,0
"440",2020-01-26,"Antigua and Barbuda",0,0,0
"441",2020-01-27,"Antigua and Barbuda",0,0,0
"442",2020-01-28,"Antigua and Barbuda",0,0,0
"443",2020-01-29,"Antigua and Barbuda",0,0,0
"444",2020-01-30,"Antigua and Barbuda",0,0,0
"445",2020-01-31,"Antigua and Barbuda",0,0,0
"446",2020-02-01,"Antigua and Barbuda",0,0,0
"447",2020-02-10,"Antigua and Barbuda",0,0,0
"448",2020-02-11,"Antigua and Barbuda",0,0,0
"449",2020-02-12,"Antigua and Barbuda",0,0,0
"450",2020-02-13,"Antigua and Barbuda",0,0,0
"451",2020-02-14,"Antigua and Barbuda",0,0,0
"452",2020-02-15,"Antigua and Barbuda",0,0,0
"453",2020-02-16,"Antigua and Barbuda",0,0,0
"454",2020-02-17,"Antigua and Barbuda",0,0,0
"455",2020-02-18,"Antigua and Barbuda",0,0,0
"456",2020-02-19,"Antigua and Barbuda",0,0,0
"457",2020-02-02,"Antigua and Barbuda",0,0,0
"458",2020-02-20,"Antigua and Barbuda",0,0,0
"459",2020-02-21,"Antigua and Barbuda",0,0,0
"460",2020-02-22,"Antigua and Barbuda",0,0,0
"461",2020-02-23,"Antigua and Barbuda",0,0,0
"462",2020-02-24,"Antigua and Barbuda",0,0,0
"463",2020-02-25,"Antigua and Barbuda",0,0,0
"464",2020-02-26,"Antigua and Barbuda",0,0,0
"465",2020-02-27,"Antigua and Barbuda",0,0,0
"466",2020-02-28,"Antigua and Barbuda",0,0,0
"467",2020-02-29,"Antigua and Barbuda",0,0,0
"468",2020-02-03,"Antigua and Barbuda",0,0,0
"469",2020-02-04,"Antigua and Barbuda",0,0,0
"470",2020-02-05,"Antigua and Barbuda",0,0,0
"471",2020-02-06,"Antigua and Barbuda",0,0,0
"472",2020-02-07,"Antigua and Barbuda",0,0,0
"473",2020-02-08,"Antigua and Barbuda",0,0,0
"474",2020-02-09,"Antigua and Barbuda",0,0,0
"475",2020-03-01,"Antigua and Barbuda",0,0,0
"476",2020-03-10,"Antigua and Barbuda",0,0,0
"477",2020-03-11,"Antigua and Barbuda",0,0,0
"478",2020-03-12,"Antigua and Barbuda",0,0,0
"479",2020-03-13,"Antigua and Barbuda",1,0,0
"480",2020-03-14,"Antigua and Barbuda",1,0,0
"481",2020-03-15,"Antigua and Barbuda",1,0,0
"482",2020-03-16,"Antigua and Barbuda",1,0,0
"483",2020-03-17,"Antigua and Barbuda",1,0,0
"484",2020-03-18,"Antigua and Barbuda",1,0,0
"485",2020-03-19,"Antigua and Barbuda",1,0,0
"486",2020-03-02,"Antigua and Barbuda",0,0,0
"487",2020-03-20,"Antigua and Barbuda",1,0,0
"488",2020-03-21,"Antigua and Barbuda",1,0,0
"489",2020-03-22,"Antigua and Barbuda",1,0,0
"490",2020-03-23,"Antigua and Barbuda",3,0,0
"491",2020-03-24,"Antigua and Barbuda",3,0,0
"492",2020-03-25,"Antigua and Barbuda",3,0,0
"493",2020-03-26,"Antigua and Barbuda",7,0,0
"494",2020-03-27,"Antigua and Barbuda",7,0,0
"495",2020-03-28,"Antigua and Barbuda",7,0,0
"496",2020-03-29,"Antigua and Barbuda",7,0,0
"497",2020-03-03,"Antigua and Barbuda",0,0,0
"498",2020-03-30,"Antigua and Barbuda",7,0,0
"499",2020-03-31,"Antigua and Barbuda",7,0,0
"500",2020-03-04,"Antigua and Barbuda",0,0,0
"501",2020-03-05,"Antigua and Barbuda",0,0,0
"502",2020-03-06,"Antigua and Barbuda",0,0,0
"503",2020-03-07,"Antigua and Barbuda",0,0,0
"504",2020-03-08,"Antigua and Barbuda",0,0,0
"505",2020-03-09,"Antigua and Barbuda",0,0,0
"506",2020-04-01,"Antigua and Barbuda",7,0,0
"507",2020-04-10,"Antigua and Barbuda",19,2,0
"508",2020-04-11,"Antigua and Barbuda",21,2,0
"509",2020-04-12,"Antigua and Barbuda",21,2,0
"510",2020-04-13,"Antigua and Barbuda",23,2,0
"511",2020-04-14,"Antigua and Barbuda",23,2,3
"512",2020-04-15,"Antigua and Barbuda",23,2,3
"513",2020-04-16,"Antigua and Barbuda",23,3,3
"514",2020-04-17,"Antigua and Barbuda",23,3,3
"515",2020-04-02,"Antigua and Barbuda",9,0,0
"516",2020-04-03,"Antigua and Barbuda",15,0,0
"517",2020-04-04,"Antigua and Barbuda",15,0,0
"518",2020-04-05,"Antigua and Barbuda",15,0,0
"519",2020-04-06,"Antigua and Barbuda",15,0,0
"520",2020-04-07,"Antigua and Barbuda",19,1,0
"521",2020-04-08,"Antigua and Barbuda",19,2,0
"522",2020-04-09,"Antigua and Barbuda",19,2,0
"523",2020-01-22,"Argentina",0,0,0
"524",2020-01-23,"Argentina",0,0,0
"525",2020-01-24,"Argentina",0,0,0
"526",2020-01-25,"Argentina",0,0,0
"527",2020-01-26,"Argentina",0,0,0
"528",2020-01-27,"Argentina",0,0,0
"529",2020-01-28,"Argentina",0,0,0
"530",2020-01-29,"Argentina",0,0,0
"531",2020-01-30,"Argentina",0,0,0
"532",2020-01-31,"Argentina",0,0,0
"533",2020-02-01,"Argentina",0,0,0
"534",2020-02-10,"Argentina",0,0,0
"535",2020-02-11,"Argentina",0,0,0
"536",2020-02-12,"Argentina",0,0,0
"537",2020-02-13,"Argentina",0,0,0
"538",2020-02-14,"Argentina",0,0,0
"539",2020-02-15,"Argentina",0,0,0
"540",2020-02-16,"Argentina",0,0,0
"541",2020-02-17,"Argentina",0,0,0
"542",2020-02-18,"Argentina",0,0,0
"543",2020-02-19,"Argentina",0,0,0
"544",2020-02-02,"Argentina",0,0,0
"545",2020-02-20,"Argentina",0,0,0
"546",2020-02-21,"Argentina",0,0,0
"547",2020-02-22,"Argentina",0,0,0
"548",2020-02-23,"Argentina",0,0,0
"549",2020-02-24,"Argentina",0,0,0
"550",2020-02-25,"Argentina",0,0,0
"551",2020-02-26,"Argentina",0,0,0
"552",2020-02-27,"Argentina",0,0,0
"553",2020-02-28,"Argentina",0,0,0
"554",2020-02-29,"Argentina",0,0,0
"555",2020-02-03,"Argentina",0,0,0
"556",2020-02-04,"Argentina",0,0,0
"557",2020-02-05,"Argentina",0,0,0
"558",2020-02-06,"Argentina",0,0,0
"559",2020-02-07,"Argentina",0,0,0
"560",2020-02-08,"Argentina",0,0,0
"561",2020-02-09,"Argentina",0,0,0
"562",2020-03-01,"Argentina",0,0,0
"563",2020-03-10,"Argentina",17,1,0
"564",2020-03-11,"Argentina",19,1,0
"565",2020-03-12,"Argentina",19,1,0
"566",2020-03-13,"Argentina",31,2,0
"567",2020-03-14,"Argentina",34,2,1
"568",2020-03-15,"Argentina",45,2,1
"569",2020-03-16,"Argentina",56,2,1
"570",2020-03-17,"Argentina",68,2,3
"571",2020-03-18,"Argentina",79,2,3
"572",2020-03-19,"Argentina",97,3,3
"573",2020-03-02,"Argentina",0,0,0
"574",2020-03-20,"Argentina",128,3,3
"575",2020-03-21,"Argentina",158,4,3
"576",2020-03-22,"Argentina",266,4,3
"577",2020-03-23,"Argentina",301,4,3
"578",2020-03-24,"Argentina",387,6,52
"579",2020-03-25,"Argentina",387,8,52
"580",2020-03-26,"Argentina",502,9,63
"581",2020-03-27,"Argentina",589,13,72
"582",2020-03-28,"Argentina",690,18,72
"583",2020-03-29,"Argentina",745,19,72
"584",2020-03-03,"Argentina",1,0,0
"585",2020-03-30,"Argentina",820,23,228
"586",2020-03-31,"Argentina",1054,27,240
"587",2020-03-04,"Argentina",1,0,0
"588",2020-03-05,"Argentina",1,0,0
"589",2020-03-06,"Argentina",2,0,0
"590",2020-03-07,"Argentina",8,0,0
"591",2020-03-08,"Argentina",12,1,0
"592",2020-03-09,"Argentina",12,1,0
"593",2020-04-01,"Argentina",1054,28,248
"594",2020-04-10,"Argentina",1975,82,375
"595",2020-04-11,"Argentina",1975,83,440
"596",2020-04-12,"Argentina",2142,90,468
"597",2020-04-13,"Argentina",2208,97,515
"598",2020-04-14,"Argentina",2277,102,559
"599",2020-04-15,"Argentina",2443,111,596
"600",2020-04-16,"Argentina",2571,115,631
"601",2020-04-17,"Argentina",2669,123,666
"602",2020-04-02,"Argentina",1133,36,256
"603",2020-04-03,"Argentina",1265,39,266
"604",2020-04-04,"Argentina",1451,43,279
"605",2020-04-05,"Argentina",1451,44,280
"606",2020-04-06,"Argentina",1554,48,325
"607",2020-04-07,"Argentina",1628,56,338
"608",2020-04-08,"Argentina",1715,63,358
"609",2020-04-09,"Argentina",1795,72,365
"610",2020-01-22,"Armenia",0,0,0
