country,date,confirmed,deaths,recovered
UK,2/10/20 19:30,8,0,0
UK,2/11/20 10:50,8,0,0
UK,2/11/20 20:44,8,0,0
UK,2/12/20 10:20,8,0,0
UK,2/12/20 22:00,9,0,1
UK,2/13/20 10:00,9,0,1
UK,2/13/20 21:15,9,0,1
UK,2/14/20 11:23,9,0,1
UK,2/2/20 21:00,2,NA,NA
UK,2/3/20 21:00,2,NA,NA
UK,2/4/20 22:00,2,NA,NA
UK,2/4/20 9:40,2,NA,NA
UK,2/5/20 23:00,2,NA,NA
UK,2/5/20 9:00,2,NA,NA
UK,2/6/20 14:20,2,NA,NA
UK,2/6/20 9:00,2,NA,NA
UK,2/7/20 20:13,3,NA,NA
UK,2/7/20 22:50,3,NA,NA
UK,2/8/20 10:24,3,0,0
UK,2/8/20 23:04,3,0,0
UK,2/9/20 10:30,3,0,0
UK,2/9/20 23:20,3,0,0
United Arab Emirates,1/21/20 22:00,NA,NA,NA
United Arab Emirates,1/22/20 12:00,NA,NA,NA
United Arab Emirates,1/23/20 12:00,NA,NA,NA
United Arab Emirates,1/24/20 0:00,NA,NA,NA
United Arab Emirates,1/24/20 12:00,NA,NA,NA
United Arab Emirates,1/25/20 0:00,NA,NA,NA
United Arab Emirates,1/25/20 12:00,NA,NA,NA
United Arab Emirates,1/25/20 22:00,NA,NA,NA
United Arab Emirates,1/26/20 11:00,NA,NA,NA
United Arab Emirates,1/26/20 23:00,NA,NA,NA
United Arab Emirates,1/27/20 19:00,NA,NA,NA
United Arab Emirates,1/27/20 20:30,NA,NA,NA
United Arab Emirates,1/27/20 9:00,NA,NA,NA
United Arab Emirates,1/28/20 13:00,NA,NA,NA
United Arab Emirates,1/28/20 18:00,NA,NA,NA
United Arab Emirates,1/28/20 23:00,NA,NA,NA
United Arab Emirates,1/29/20 13:30,4,NA,NA
United Arab Emirates,1/29/20 14:30,4,NA,NA
United Arab Emirates,1/29/20 21:00,4,NA,NA
United Arab Emirates,1/30/20 11:00,4,NA,NA
United Arab Emirates,1/31/20 14:00,4,NA,NA
United Arab Emirates,2/1/20 10:00,4,NA,NA
United Arab Emirates,2/10/20 10:30,7,0,0
United Arab Emirates,2/10/20 19:30,8,0,0
United Arab Emirates,2/11/20 10:50,8,0,0
United Arab Emirates,2/11/20 20:44,8,0,1
United Arab Emirates,2/12/20 10:20,8,0,1
United Arab Emirates,2/12/20 22:00,8,0,1
United Arab Emirates,2/13/20 10:00,8,0,1
United Arab Emirates,2/13/20 21:15,8,0,1
United Arab Emirates,2/14/20 11:23,8,0,1
United Arab Emirates,2/2/20 21:00,5,NA,NA
United Arab Emirates,2/3/20 21:00,5,NA,NA
United Arab Emirates,2/4/20 22:00,5,NA,NA
United Arab Emirates,2/4/20 9:40,5,NA,NA
United Arab Emirates,2/5/20 23:00,5,NA,NA
United Arab Emirates,2/5/20 9:00,5,NA,NA
United Arab Emirates,2/6/20 14:20,5,NA,NA
United Arab Emirates,2/6/20 9:00,5,NA,NA
United Arab Emirates,2/7/20 20:13,5,NA,NA
United Arab Emirates,2/7/20 22:50,5,NA,NA
United Arab Emirates,2/8/20 10:24,7,0,0
United Arab Emirates,2/8/20 23:04,7,0,0
United Arab Emirates,2/9/20 10:30,7,0,0
United Arab Emirates,2/9/20 23:20,7,0,0
US,1/21/20 22:00,NA,NA,NA
US,1/22/20 12:00,NA,NA,NA
US,1/23/20 12:00,NA,NA,NA
US,1/24/20 0:00,NA,NA,NA
US,1/24/20 12:00,NA,NA,NA
US,1/25/20 0:00,NA,NA,NA
US,1/25/20 12:00,NA,NA,NA
US,1/25/20 22:00,NA,NA,NA
US,1/26/20 11:00,NA,NA,NA
US,1/26/20 23:00,NA,NA,NA
US,1/27/20 19:00,NA,NA,NA
US,1/27/20 20:30,NA,NA,NA
US,1/27/20 9:00,NA,NA,NA
US,1/28/20 13:00,NA,NA,NA
US,1/28/20 18:00,NA,NA,NA
US,1/28/20 23:00,NA,NA,NA
US,1/29/20 13:30,NA,NA,NA
US,1/29/20 14:30,NA,NA,NA
US,1/29/20 21:00,NA,NA,NA
US,1/30/20 11:00,NA,NA,NA
US,1/31/20 14:00,NA,NA,NA
US,2/1/20 10:00,NA,NA,NA
US,2/10/20 10:30,NA,NA,NA
US,2/10/20 19:30,NA,NA,NA
US,2/11/20 10:50,NA,NA,NA
US,2/11/20 20:44,NA,NA,NA
US,2/12/20 10:20,NA,NA,NA
US,2/12/20 22:00,NA,NA,NA
US,2/13/20 10:00,NA,NA,NA
US,2/13/20 21:15,15,0,3
US,2/14/20 11:23,15,0,3
US,2/2/20 21:00,NA,NA,NA
US,2/3/20 21:00,NA,NA,NA
US,2/4/20 22:00,NA,NA,NA
US,2/4/20 9:40,NA,NA,NA
US,2/5/20 23:00,NA,NA,NA
US,2/5/20 9:00,NA,NA,NA
US,2/6/20 14:20,NA,NA,NA
US,2/6/20 9:00,NA,NA,NA
US,2/7/20 20:13,NA,NA,NA
US,2/7/20 22:50,NA,NA,NA
US,2/8/20 10:24,NA,NA,NA
US,2/8/20 23:04,NA,NA,NA
US,2/9/20 10:30,NA,NA,NA
US,2/9/20 23:20,NA,NA,NA
Vietnam,1/21/20 22:00,NA,NA,NA
Vietnam,1/22/20 12:00,NA,NA,NA
Vietnam,1/23/20 12:00,2,NA,NA
Vietnam,1/24/20 0:00,2,NA,NA
Vietnam,1/24/20 12:00,2,NA,NA
Vietnam,1/25/20 0:00,2,NA,NA
Vietnam,1/25/20 12:00,2,NA,NA
Vietnam,1/25/20 22:00,2,NA,NA
Vietnam,1/26/20 11:00,2,NA,NA
Vietnam,1/26/20 23:00,2,NA,NA
Vietnam,1/27/20 19:00,2,NA,NA
Vietnam,1/27/20 20:30,2,NA,NA
Vietnam,1/27/20 9:00,2,NA,NA
Vietnam,1/28/20 13:00,2,NA,NA
Vietnam,1/28/20 18:00,2,NA,NA
Vietnam,1/28/20 23:00,2,NA,NA
Vietnam,1/29/20 13:30,2,NA,NA
Vietnam,1/29/20 14:30,2,NA,NA
Vietnam,1/29/20 21:00,2,NA,NA
Vietnam,1/30/20 11:00,2,NA,NA
Vietnam,1/31/20 14:00,2,NA,NA
Vietnam,2/1/20 10:00,6,NA,1
Vietnam,2/10/20 10:30,14,0,1
Vietnam,2/10/20 19:30,14,0,1
Vietnam,2/11/20 10:50,15,0,1
Vietnam,2/11/20 20:44,15,0,6
Vietnam,2/12/20 10:20,15,0,6
Vietnam,2/12/20 22:00,15,0,6
Vietnam,2/13/20 10:00,16,0,7
Vietnam,2/13/20 21:15,16,0,7
Vietnam,2/14/20 11:23,16,0,7
Vietnam,2/2/20 21:00,6,NA,1
Vietnam,2/3/20 21:00,8,NA,1
Vietnam,2/4/20 22:00,8,NA,1
Vietnam,2/4/20 9:40,8,NA,1
Vietnam,2/5/20 23:00,10,NA,1
Vietnam,2/5/20 9:00,8,NA,1
Vietnam,2/6/20 14:20,10,NA,1
Vietnam,2/6/20 9:00,10,NA,1
Vietnam,2/7/20 20:13,10,NA,1
Vietnam,2/7/20 22:50,10,NA,1
Vietnam,2/8/20 10:24,13,0,1
Vietnam,2/8/20 23:04,13,0,1
Vietnam,2/9/20 10:30,13,0,1
Vietnam,2/9/20 23:20,14,0,1
